sentence1Text,sentence2Text,mergedText
It said it hoped to reopen on Sunday.,The zoo was shut on Saturday but said it would reopen on Sunday.,The zoo was shut on Saturday but said it hoped to reopen on Sunday.
"MPs on Monday debated a petition to ban U.S. Republican presidential candidate Donald Trump from Britain over remarks on Muslims, but while describing his comments as ""crazy"" and ""offensive"", most said the ban would go against free speech.","MPs are to debate calls for the US presidential candidate Donald Trump to be banned from the UK following his controversial comments about Muslims, after more than half a million people signed a petition.","MPs on Monday debated a petition signed by more than half a million people to ban U.S. Republican presidential candidate Donald Trump from Britain over remarks on Muslims, but while describing his comments as ""crazy"" and ""offensive,"" most said the ban would go against free speech."
"After Hillary Clinton challenged Sanders to release his tax returns in Thursday night's Democratic debate, he said he would comply, but warned that ""they are very boring tax returns.""",The release upholds a pledge Sanders made at the CNN Democratic debate,"After Hillary Clinton challenged Sanders to release his tax returns in Thursday night's CNN Democratic debate, he said he would comply, but warned that ""they are very boring tax returns."""
"""He was very personable, very friendly, just, 'Hey I'm here to serve,'"" another potential juror, Sheri Coleman, tells the Dallas Morning News.","""He was very personable, very friendly, just 'hey I'm here to serve,' he asked questions and was very nice,"" she said.","""He was very personable, very friendly, just, 'Hey I'm here to serve, he asked questions and was very nice,'"" another potential juror, Sheri Coleman, tells the Dallas Morning News."
"A source in Prime Minister Benjamin Netanyahu's office said Monday ""Israel will continue to secure its vital interests even in the face of international pressure.","An official in the office of the Israeli prime minister, Binyamin Netanyahu, said: ""Israel will continue to stand by its vital interests, even in the face of international pressure, and there will be no change in the decision that was made.""","An official in the office of the Israeli prime minister, Binyamin Netanyahu, said Monday: ""Israel will continue to stand by its vital interests, even in the face of international pressure, and there will be no change in the decision that was made."""
Circumcision has shown to reduce HIV infection in Africa.,"Meanwhile, the World Health Organization and UNAIDS have endorsed male circumcision as an important intervention that offers partial protection from HIV ,but health officials emphasize that circumcision alone is not enough and should be employed along with other preventive measures such as condom usage, abstinence, better sex education, and a reduction in the number of sexual partners.","Meanwhile, the World Health Organization and UNAIDS have endorsed male circumcision as an important intervention that offers partial protection from HIV as it has been shown to reduce HIV infection in Africa, but health officials emphasize that circumcision alone is not enough and should be employed along with other preventive measures such as condom usage, abstinence, better sex education, and a reduction in the number of sexual partners."
"Suspect Joran van der Sloot's father was arrested on June 23 and held three days on suspicion of having knowledge of, or being involved in the disappearance, and of coaching his son and other suspects on what to tell police.  ","Joran van der Sloot's father, Paul, was arrested on June 23, apparently for coaching his son after Holloway's disappearance.  ","Suspect Joran van der Sloot's father, Paul, was arrested on June 23 and held three days on suspicion of having knowledge of, or being involved in the disappearance, and of coaching his son and other suspects on what to tell police after Holloway's disappearance."
"In front of his home fans and a national television audience, Tyler Hansbrough became the all-time leading scorer for North Carolina basketball on Thursday in his team's win over Evansville.",Hansbrough broke UNC's career scoring record the Carolina way,"In front of his home fans and a national television audience, Tyler Hansbrough became the all-time leading career scorer for North Carolina basketball the Carolina way on Thursday in his team's win over Evansville."
"Because the sister, who called police, initially told officers an intruder was to blame for the attack, authorities briefly placed three schools on lockdown.","Prosecutors said that after the stabbing, the 14-year-old girl called police and told them there was a Hispanic male intruder stabbing her little sister.","Prosecutors said that after the stabbing, the 14-year-old girl called initially called police and told officers there was a Hispanic male intruder stabbing her little sister, leading authorities to briefly place three schools on lockdown."
"Esther Williams, whose experiences as a young swimming champion led to a career of Hollywood ""aqua-musicals"" designed just for her, died on Thursday in Beverly Hills, California, at the age of 91, her spokesman said.","Williams died peacefully in her sleep Thursday in Beverly Hills, family spokesman Harlan Boll announced.","Esther Williams, whose experiences as a young swimming champion led to a career of Hollywood ""aqua-musicals"" designed just for her, died peacefully in her sleep on Thursday in Beverly Hills, California, at the age of 91, her family spokesman Harlan Boll said."
"England, judge Pohl threw out her guilty plea, declared a mistrial, and returned the case to Lt. Gen. Metz, Fort Hood Commander.  ","Pohl declared a mistrial, tossing out the guilty plea and dismissing the 9-person military jury.","England, judge Pohl threw out her guilty plea, declared a mistrial, dismissed the 9-person military jury and returned the case to Lt. Gen. Metz, Fort Hood Commander."
"For his part, Rousso confirmed the details of his experience Saturday on Twitter: ""I have been detained 10 hours at Houston Itl Airport about to be deported.","Rousso said on Twitter that he was ""detained 10 hours at [Houston's George Bush intercontinental airport] about to be deported.","For his part, Rousso confirmed the details of his experience Saturday on Twitter: ""I have been detained 10 hours at  [Houston's George Bush intercontinental airport] about to be deported."
A Virginia congressman announced a bill Wednesday that would make it illegal for the United States to block an immigrant based on his or her religion.,"Beyer announced the bill at a news conference Wednesday along with five other Democratic members of Congress and dozens of representatives of atheists and Muslim, Christian and Jewish religious organizations.","Virginia congressman Beyer announced the bill, that would make it illegal for the United States to block an immigrant based on his or her religion, at a news conference Wednesday along with five other Democratic members of Congress and dozens of representatives of atheists and Muslim, Christian and Jewish religious organizations."
A Missouri poacher has been ordered to repeatedly watch the movie Bambi as part of his sentence for illegally killing hundreds of deer.,"Court records show the defendant ""is to view the Walt Disney movie Bambi, with the first viewing being on or before December 23, 2018, and at least one such viewing each month thereafter, during Defendants incarceration in the Lawrence County Jail.""","Court records show the defendant, a Missouri poacher ""is to view the Walt Disney movie Bambi repeatedly, with the first viewing being on or before December 23, 2018, and at least one such viewing each month thereafter, during Defendant's incarceration in the Lawrence County Jail"", as part of his sentence for illegally killing hundreds of deer."
"Williams died early Thursday in her sleep, according to her longtime publicist Harlan Boll.","It has been confirmed by publicist Harlan Boll that the 1940s Hollywood actress and record-setting swimmer, Esther Williams, died on 6th June in her sleep.","It has been confirmed by her longtime publicist Harlan Boll that the 1940s Hollywood actress and record-setting swimmer, Esther Williams, died early Thursday, 6th June in her sleep."
"Berkeley College Republicans originally invited Coulter to speak on campus Thursday, but university officials canceled the event because of safety concerns.","Conservative commentator Ann Coulter plans to speak at UC Berkeley's Sproul Plaza on Thursday, campus officials said, prompting the university and the city to scramble to prepare for what they fear could be another violent showdown between fans and opponents of President Trump.","Conservative commentator Ann Coulter was originally invited by Berkley College Republicans to speak at UC Berkeley's Sproul Plaza on Thursday, campus officials said, prompting the university and the city to scramble to prepare for what they fear could be another violent showdown between fans and opponents of President Trump, but university officials canceled because of safety concerns."
"The Flip or Flop stars, who revealed they are going their separate ways after seven years of marriage, have not been living under the same roof since at least May - Christina, 33, has been living with their children, and Tarek spends several days a week and daughter Taylor, 6, and son Brayden, 1.","The couple wed in 2009 and share two children together: daughter Taylor, 6, and son Brayden, 1.","The Flip or Flop stars, who wed in 2009, revealed they are going their separate ways after seven years of marriage, have not been living under the same roof since at least May - Christina, 33, has been living with their two children, and Tarek spends several days a week and daughter Taylor, 6, and son Brayden, 1."
"Hansbrough scored 20 points Thursday night, breaking North Carolina's career scoring record, and the Tar Heels beat visiting Evansville, 91-73.","Hansbrough scored 20 points Thursday night to break Ford's 30-year-old mark and help top-ranked North Carolina beat Evansville 91-73, a game that was completely overshadowed by the 6-foot-9 senior's record pursuit.","Hansbrough scored 20 points Thursday night to break Ford's 30-year-old career scoring record mark and help top-ranked North Carolina Tar Heels beat visiting Evansville 91-73, a game that was completely overshadowed by the 6-foot-9 senior's record pursuit."
"If convicted, both men could face the death penalty.","Russel Henderson and Aaron McKinney are charged with 1st degree murder, kidnapping, and aggravated theft and face the death penalty.","Russel Henderson and Aaron McKinney are charged with 1st degree murder, kidnapping, and aggravated theft and if convicted, both men could face the death penalty."
"A powerful earthquake has hit southern Iran, killing at least 10 people, injuring dozens more and damaging several villages, officials say.","A powerful earthquake hit southern Iran on Sunday, causing major destruction in seven villages and killing 10 people and injuring 80.","A powerful earthquake hit southern Iran on Sunday, causing major destruction in seven villages and killing at least 10 people and injuring 80."
Police say Osborne is being held on suspicion of terrorist offenses and attempted murder.,"Darren Osborne, 47, is being held in custody on suspicion of terror offences including attempted murder.","Police say Darren Osborne, 47, is being held in custody on suspicion of terror offences including attempted murder."
The officer who fired the shot says he killed the boy accidentally in self-defence due to a bullet ricochet.,INITIAL results from the post-mortem on a 15-year-old Greek boy whose killing by police sparked five days of rioting show Alexandros Grigoropoulos died from a bullet ricochet.,"INITIAL results from the post-mortem on a 15-year-old Greek boy, killed by a police officer who says he fired the shot accidentally in self-defence due to a bullet ricochet and sparking five days of rioting, show Alexandros Grigoropoulos died from a bullet ricochet."
"The items ""may not have been traded, but placed there as part of a ceremony or an ancestral pilgrimage,"" suggesting ""an inter-connected community"" linked by ancestry and marriage.","'For example, the axe and knife may not have been traded, but placed there as part of a ceremony or an ancestral pilgrimage from what is now East Yorkshire.","The items ""For example, the axe and knife, may not have been traded, but placed there as part of a ceremony or an ancestral pilgrimage,"" from what is now East Yorkshire, suggesting ""an inter-connected community"" linked by ancestry and marriage."
"Dugard, now 31, was held captive in a ramshackle complex of sheds and tents in Garrido's backyard, where he impregnated her.",California parole officers assigned to periodically check on Garrido because of his record as a sex offender never noticed the girl who was living in a network of tents and sheds in Garrido's back yard.,"California parole officers assigned to periodically check on Garrido because of his record as a sex offender never noticed Dugard, now 31, who was held captive in a ramshackle complex of tents and sheds in Garrido's back yard, where he impregnated her."
"Robbers crash 4x4 into store, grabbing jewelry and watches, before setting car ablaze","After scooping up jewelry and watches estimated to be worth 2 million euros ($2.6 million) the thieves reversed their car out of the store and set fire to it before making off in another vehicle, Le Monde reported.","After crashing 4x4 into store and scooping up jewelry and watches estimated to be worth 2 million euros ($2.6 million) the thieves reversed their car out of the store and set fire to it before making off in another vehicle, Le Monde reported."
A FIRE has badly damaged the Waitrose supermarket in Wellington's High Street.,The fire has destroyed a large section of the store and fire crews and investigators are still on the scene.,The fire has destroyed a large section of the Waitrose supermarket in Wellington's High Street and fire crews and investigators are still on the scene.
"Police labeled Oscar Pistorius a flight risk as his bail hearing resumed in South Africa today, reports the AP.",Day two of his bail hearing in Pretoria also heard police suggest Mr Pistorius may flee if he is granted bail.,"Police labeled Oscar Pistorius a flight risk as day two of his bail hearing resumed in Pretoria, South Africa today, reports the AP."
"Internet and telephone communications between Europe, the Middle East and Asia were severely disrupted Friday after three undersea cables were damaged in the Mediterranean, France Telecom said.","Internet and telephone traffic between Europe and the Middle East and Asia was hampered Friday after three major underwater data lines were cut, according to France Telecom.","Internet and telephone communications between Europe , the Middle East and Asia were severely disrupted Friday after three undersea cables were damaged in the Mediterranean , France Telecom said ."
"Three or four robbers burst into the store on ritzy Avenue Montaigne near the Champs-Elysees late Thursday afternoon and stole watches, rings and necklaces.","ARMED robbers in drag carried out one of the biggest jewel heists in history, snatching p74million of diamond rings, necklaces and luxury watches from a boutique in Paris.","Three or four ARMED robbers in drag carried out one of the biggest jewel heists in history, snatching p74million of diamond rings, necklaces and luxury watches from a boutique on ritzy Avenue Montaigne near the Champs-Elysees in Paris late Thursday afternoon."
The disturbing evidence was made public at the trial of the two men accused of killing Zurana Horton from a Brownsville rooftop in 2011.,Prosecutors have released new video in the trial of two men accused of killing a Brownsville mother of 12 in Oct. 2011.,"The disturbing evidence - a new video, was made public by prosecutors at the trial of the two men accused of killing Zurana Horton, mother of 12, from a Brownsville rooftop in Oct. 2011."
"American style guru Martha Stewart reported to a prison known as ""Camp Cupcake"" on Friday to start a five-month sentence for lying about a dodgy stock sale.","Martha Stewart, 63, who was convicted of lying to investigators about a stock sale, is serving a five-month sentence and is expected to be released in March.","Convicted American style guru Martha Stewart, 63, reported to a prison known as ""Camp Cupcake"" on Friday to start serving a five-month sentence for lying to investigators about a dodgy stock sale and is expected to be released in March."
"A man has been charged with arson after a fire at the Waitrose supermarket in Wellington, Somerset.",man charged with arson after fire at Waitrose in Wellington,"A man has been charged with arson after a fire at the Waitrose supermarket in Wellington, Somerset."
"A potential big step forward in discovering the cause of a childhood heart disease so mysterious that it was referred to as GOK-short for ""God only knows""-for the decade after its 1961 identification: Scientists now believe that the agent that causes Kawasaki disease, eventually named for the Japanese doctor behind its discovery, is spread from northeastern China by the wind.","Kawasaki disease was first identified in 1961 by a Japanese doctor named Tomisaku Kawasaki, who, for a decade, called the illness GOK, short for ""God only knows.""","A potential big step forward in discovering the cause of a childhood heart disease so mysterious that it was referred to as GOK-short for ""God only knows""-for the decade after its 1961 identification: Scientists now believe that the agent that causes Kawasaki disease, eventually named after Tomisaku Kawasaki, the Japanese doctor behind its discovery, is spread from northeastern China by the wind."
"A Kraft Foods plant worker who had been suspended for feuding with colleagues, then escorted from the building, returned minutes later with a handgun, found her foes in a break room and executed two of them with a single bullet each and critically wounded a third, police said Friday.","And so were the two women she's accused of gunning down with a .357 Magnum, just minutes after she'd been suspended and escorted from the building.","A Kraft Foods plant worker who had been suspended for feuding with colleagues, then escorted from the building, returned minutes later with a .357 Magnum, found her foes in a break room and executed two women with a single bullet each and critically wounded a third, police said Friday."
The 72-year-old tilted back his head and took a swing from a flask or glass as the judge read out that his 20-year prison sentence had been upheld.,"The hearing was suspended, however, after one of the three, Slobodan Praljak, claimed to have drunk poison and shouted that he was not a war criminal, after his 20-year sentence was upheld.","The hearing was suspended, however, after one of the three, 72-year-old Slobodan Praljak, tilted back his head, took a swing from a flask or glass, claimed to have drunk poison and shouted that he was not a war criminal, after his 20-year prison sentence was upheld by the judge."
"According to the Telegraph, only 16% of respondents said they enjoyed exercising in a gym.","But only 16 per cent say they enjoy exercising in the gym, with almost 70 per cent considering it a chore they have to do rather than something they would like to do.","But according to the Telegraph, only 16 per cent of respondents say they enjoy exercising in the gym, with almost 70 per cent considering it a chore they have to do rather than something they would like to do."
"An earthquake measuring at least magnitude-5.9 shook a sparsely populated area of southern Iran on Sunday, flattening seven villages and killing 10 people, officials said.","A 5.9 magnitude earthquake has leveled seven villages in Iran's southern area, killing 10 persons and wounding other 70, Iranian officials were quoted by AP as saying.","An earthquake measuring at least magnitude -5.9 shook a sparsely populated area of southern Iran on Sunday, flattening seven villages, killing 10 people and wounding other 70, Iranian officials quoted by AP said."
"The alleged Mafia boss of a Palermo neighborhood hanged himself in jail, hours after he was arrested in a blitz against Cosa Nostra, police in Sicily said Wednesday.","Gaetano Lo Presti, 52, who had taken over control of Mafia clans in the Porta Nuova area of Palermo and had previous convictions, was found dead in Pagliarelli prison, police said today.","Alleged Mafia boss Gaetano Lo Presti, 52, who had taken over control of Mafia clans in the Porta Nuova area of Palermo and had previous convictions, hanged himself in Pagliarelli prison, hours after he was arrested in a blitz against Cosa Nostra, Sicily police said today."
"A strong 5.6-magnitude earthquake jolted part of Qeshm island in the Gulf off Iran's southern Hormozgan province at 17:06 pm (1336 GMT) on Sunday, state television reported, cited by AFP.","Earlier on Sunday a 5.6 quake jolted the island, some 930 miles south of the capital, Tehran.","A strong 5.6-magnitude earthquake jolted part of Qeshm island in the Gulf off Iran's southern Hormozgan province, some 930 miles south of the capital, Tehran, at 17:06 pm (1336 GMT) on Sunday, state television reported, cited by AFP."
"A report in Vanity Fair identifying 1972-73 Watergate leaker ""Deep Throat"" as the FBI Deputy Director W. Mark Felt, was verified by Felt's grandson on May 31, 2005.","Felt's grandson, Nick Jones, made the claim in a statement read to reporters outside the family home in Santa Rosa, California, following an article in Vanity Fair in which Felt told the magazine he was ""Deep Throat.""","FBI Deputy Director W. Mark Felt's grandson, Nick Jones, verified the claim on May 31, 2005 in a statement read to reporters outside the family home in Santa Rosa, California, following an article in Vanity Fair in which Felt told the magazine he was 1972-73 Watergate leaker ""Deep Throat."""
Is former National Security Adviser Michael Flynn now cooperating with Robert Mueller's special investigation?,"The legal team representing Michael Flynn, President Trump's former national security adviser, has ended an agreement to share information about the ongoing Russia probe with the White House, a likely sign that Flynn is looking to cooperate with investigators, The New York Times reported on Thursday.","The legal team representing Michael Flynn, President Trump's former national security adviser, has ended an agreement to share information about the ongoing Russia probe with the White House, a likely sign that Flynn is looking to cooperate with Robert Mueller's special investigators, The New York Times reported on Thursday."
"A convicted sex offender sentenced to life in prison pulled a gun on two guards during a prison transfer Monday and held them hostage temporarily before fleeing on foot in one of the guard's uniforms, authorities said.","TDCJ officials could answer few questions about how convicted rapist Arcade Joseph Comeaux Jr., 49, escaped Monday from a prison van in Baytown after pulling a gun and handcuffing two transport officers, stealing their three guns and walking away.","TDCJ officials could answer few questions about how convicted rapist Arcade Joseph Comeaux Jr., 49, sentenced to life in prison, escaped Monday during transfer from a prison van in Baytown after pulling a gun and handcuffing two transport officers, holding them hostage temporarily, stealing their three guns and fleeing on foot in one of the guard's uniforms."
But the sub and its eight-man crew never made it back to shore.,"Despite the fact that Housatonic's attacker, the Confederate submarine Hunley, would not return from her mission and remain missing for over 150 years, her victory proved the viability of submarines as a weapon.","Despite the fact that Housatonic's attacker, the Confederate submarine Hunley and her eight-man crew, would not return to shore from her mission and remain missing for over 150 years, her victory proved the viability of submarines as a weapon."
An athlete who became a hero to thousands for overcoming cancer and for his foundation's fight against the disease is now officially a drug cheat in the eyes of his nation's doping agency.,"Armstrong said Thursday that he would not pursue arbitration in the doping case brought against him by USADA, causing his seven Tour de France titles to be stripped Friday by the American agency.","Armstrong, who became a hero to thousands for overcoming cancer and for his foundation's fight against the disease and who is now officially a drug cheat in the eyes of his nation's doping agency, said Thursday that he would not pursue arbitration in the case brought against him by USADA, causing his seven Tour de France titles to be stripped Friday."
"If you're looking for a TV show to distract you from the ugliness of the race for the White House, Law and Order: Special Victims Unit may not be the best choice: The show's Oct. 26 episode will star Gary Cole as a politician whose campaign goes ""haywire"" after ""several women go public with damaging accusations,"" according to a plot description seen by CNN.","Gary Cole will guest star as a politician who's campaign goes ""haywire""","If you're looking for a TV show to distract you from the ugliness of the race for the White House, Law and Order: Special Victims Unit may not be the best choice: The show's Oct. 26 episode will guest star Gary Cole as a politician whose campaign goes ""haywire"" after ""several women go public with damaging accusations,"" according to a plot description seen by CNN."
A Waitrose store was reduced to ruins after a blaze being treated by police as ``potentially suspicious''.,Police are treating a fire which has destroyed a Waitrose supermarket in Banstead in Surrey as ``potentially suspicious''.,A Waitrose supermarket in Banstead in Surrey was reduced to ruins after a blaze being treated by police as ``potentially suspicious''.
"A bag of marijuana, pill bottles, a pitcher of red juice, and empty bottles of liquid methadone from a drug treatment clinic were also found in the home, reports the Deseret News.","Police also found empty bottles of liquid methadone, ""dispensed from a drug treatment clinic,"" officers wrote.","A bag of marijuana, pill bottles, a pitcher of red juice, and empty bottles of liquid methadone which police officers wrote were ""dispensed from a drug treatment clinic,"" were also found in the home, reports the Deseret News."
The document states that North Korea agrees to abandon its nuclear weapons programs and return to the Nuclear Non-Proliferation Treaty in return for recognition of its right to nuclear energy.,North Korea and the United States sign a nuclear safeguard accord after Pyongyang vows to freeze and eventually dismantle its nuclear weapons program.,North Korea and the United States sign a nuclear safeguard accord after Pyongyang vows to freeze and eventually dismantle its nuclear weapons program and return to the Nuclear Non-Proliferation Treaty in return for recognition of its right to nuclear energy.
"She allegedly gave the man $5,000 and promised him $100,000 more once her ex-husband and his current wife were dead and she collected her ex-husband's life insurance.","The documents go on to state, Linda talks about the natural death of [her ex husband] vs. shooting both [her ex husband] and his new wife and making it look like a break in that went wrong.""","Linda allegedly gave the man $5,000 and promised him $100,000 more once her ex-husband and his current wife were dead and she collected her ex-husband's life insurance and, the documents go on to state, she talks about the natural death of [her ex husband] vs. shooting both [her ex husband] and his new wife and making it look like a break in that went wrong."""
"Creighton’s win over Drake was historic for a few reasons, chief among them McDermott setting the Creighton career scoring record.",Doug McDermott scored 23 points to become Creighton's all-time scoring leader and the top-seeded Bluejays defeated Drake 65-53 on Friday in the quarterfinals of the Missouri Valley Conference tournament.,"Creighton’s top-seeded Bluejays' win over Drake 65-53 on Friday in the quarterfinals of the Missouri Valley Conference tournament was historic for a few reasons, chief among them Doug McDermott scoring 23 points and setting the Creighton all-time career scoring record."
"Huskins' lawyer tells the Chronicle that she is as ""innocent as they come"" and police ""could have not gotten it more backwards.""",This woman is as innocent as they come.,"Huskins' lawyer tells the Chronicle that this woman is as ""innocent as they come"" and police ""could have not gotten it more backwards."""
"He wants to speak to Italian Prime Minister Matteo Renzi, according to local media.","Di Finizio, who says he lost a beach-front concession because of changes in European and Italian laws several years ago making the sector more competitive, was demanding to see Italian Prime Minister Matteo Renzi, Italian media reported.","Di Finizio, who says he lost a beach-front concession because of changes in European and Italian laws several years ago making the sector more competitive, was demanding to see Italian Prime Minister Matteo Renzi, local Italian media reported."
Voters in Turkmenistan cast ballots Sunday in a parliamentary election hailed by the government as an exercise in democracy but dismissed by critics as a sham.,Voters in reclusive Turkmenistan elect a parliament Sunday in balloting heralded by authorities in the natural gas-rich nation as a key step toward democratic standards but dismissed by critics as a sham.,Voters in reclusive Turkmenistan elect a parliament Sunday in balloting heralded by government authorities in the natural gas-rich nation as a key step toward democratic standards but dismissed by critics as a sham.
"Wladimir Klitschko stopped Tony Thompson in the sixth round to keep a comfortable hold on his WBA, IBF and WBO heavyweight title belts on Saturday.","Wladimir Klitschko won his 16th straight fight today, successfully defending the WBA, WBO, and IBF heavyweight titles against Tony Thompson, stopping the 40-year-old American in the sixth round of a fight that was never really close.","Wladimir Klitschko won his 16th straight fight today, successfully defending his comfortable hold on the WBA, WBO, and IBF heavyweight title belts against Tony Thompson, stopping the 40-year-old American in the sixth round of a fight that was never really close."
Ryan's move - and a blunt assessment of the race that he and other congressional leaders delivered during a conference call with House GOP lawmakers Monday morning - underscored the perilous choice Republican officials now face in the wake of Friday's release of a 2005 videotape in which Trump made lewd comments about women:,"Speaker Paul Ryan said he will no longer ""defend Trump"" or campaign with him.","Speaker Paul Ryan's move - saying he will no longer ""defend Trump"" or campaign with him - and a blunt assessment of the race that he and other congressional leaders delivered during a conference call with House GOP lawmakers Monday morning - underscored the perilous choice Republican officials now face in the wake of Friday's release of a 2005 videotape in which Trump made lewd comments about women:"
A man identified as Michael Tate Reed was also accused of crashing a vehicle into a Ten Commandments monument in Oklahoma in 2014.,News reports indicate Reed was previously accused of destroying a Ten Commandments monument in Oklahoma.,News reports indicate a man identified as Michael Tate Reed was also accused of crashing a vehicle into and destroying a Ten Commandments monument in Oklahoma in 2014.
Chris Weitz will take on the sequel to ``Twilight''.,"The Golden Compass director Chris Weitz is expected to direct New Moon, the sequel to the hugely successful film Twilight.","The Golden Compass director Chris Weitz is expected to direct New Moon, the sequel to the hugely successful film Twilight."
"Internet and telephone communications between Europe, the Middle East and Asia were severely disrupted Friday after three undersea cables were damaged in the Mediterranean, France Telecom said.","Internet and phone communications between Europe, the Middle East and Asia were severely disrupted on Friday after three undersea cables were damaged in the Mediterranean between Sicily and North Africa.","Internet and telephone communications between Europe, the Middle East and Asia were severely disrupted Friday after three undersea cables were damaged in the Mediterranean, between Sicily and North Africa, France Telecom said."
"The attacks were timed to coincide with the G-8 summit meeting at Gleneagles, Scotland.","The attacks, the deadliest ever carried out on London in peacetime, coincided with a summit of the Group of Eight in Gleneagles, Scotland.","The attacks, the deadliest ever carried out on London in peacetime, were timed to coincide with a summit meeting of the Group of Eight in Gleneagles, Scotland."
"And her real friends, she wrote, provided her with the occasional night out: ""So, I've achieved a sort of perfect balance.","So, I've achieved a sort of perfect balance.","And her real friends, she wrote, provided her with the occasional night out: ""So, I've achieved a sort of perfect balance."
"An alleged Mafia boss who was caught on wiretaps purportedly discussing Cosa Nostra's new hierarchy hanged himself in a Sicilian jail hours after his arrest, police said Wednesday.","The alleged Mafia boss of a Palermo neighborhood hanged himself in jail, hours after he was arrested in a blitz against Cosa Nostra, police in Sicily said Wednesday.","An alleged Mafia boss of a Palermo neighborhood who was caught on wiretaps purportedly discussing Cosa Nostra's new hierarchy hanged himself in a Sicilian jail hours after his arrest in a blitz against Cosa Nostra, police in Sicily said Wednesday."
Microsoft on Wednesday released an emergency patch to fix a perilous software flaw allowing hackers to hijack Internet Explorer browsers and take over computers.,Microsoft has released an emergency patch to fix a software flaw that allows hackers to get into Internet Explorer browsers and take over computers.,Microsoft on Wednesday released an emergency patch to fix a perilous software flaw allowing hackers to hijack Internet Explorer browsers and take over computers.
"A Woodburn police officer and state police bomb squad technician were killed, while the city's police chief remained in critical condition after a bomb exploded late Friday at a Woodburn bank.","A bomb exploded Friday at a West Coast Bank branch in Woodburn, Oregon, killing a Woodburn police officer and an Oregon State Police bomb squad technician, and critically injuring the Woodburn police chief.","A bomb exploded late Friday at a West Coast Bank branch in Woodburn, Oregon, killing a Woodburn police officer and an Oregon State Police bomb squad technician, and critically injuring the Woodburn police chief."
In 2005 ISRO hosted international conferences on planetary exploration and space law.,"INSAT-4A is the third launch for the ESA this year,"" Nair said on the sidelines of a twin conference on planetary exploration and space laws in Bangalore.","INSAT-4A is the third launch for the ESA this year,"" Nair said on the sidelines of a 2005 ISRO international twin conference on planetary exploration and space laws in Bangalore."
"It makes sense to keep the meetings private-""Public roundtables devolve into spectacles.",Public roundtables devolve into spectacles where the candidate has to empathize for the camera or be labeled a brute or out of touch.,"It makes sense to keep the meetings private-""Public roundtables devolve into spectacles where the candidate has to empathize for the camera or be labeled a brute or out of touch."
"Obama, whose father was from Kenya and mother was from Kansas, rose to national prominence after delivering a keynote address at the Democratic National Convention this July.","The limelight, though, continues to seek out Obama, who became a political star after a rousing keynote address at the Democratic National Convention.","The limelight, though, continues to seek out Obama, whose father was from Kenya and mother was from Kansas, and who became a political star after delivering a rousing keynote address at the Democratic National Convention this July."
"""To think something we would use to pull trailers now is being used for terror, it's crazy,"" Oberholtzer told a reporter for television station KHOU in an exclusive interview on Tuesday, adding he is no longer answering calls.","""To think something we would use to pull trailers, now is being used for terror, it's crazy.","""To think something we would use to pull trailers now is being used for terror, it's crazy,"" Oberholtzer told a reporter for television station KHOU in an exclusive interview on Tuesday, adding he is no longer answering calls."
"Lohan lawyer Mark Heller told L.A. Superior Court Judge James R. Dabney that Lohan had checked into a rehab, but prosecutors have not signed off on the facility, reports AP.","Attorney Mark Jay Heller told LA Superior Court Judge James R. Dabney that Lohan, 26, had checked into Morningside Recovery in Newport Beach, CA, according to the Associated Press.","Lohan attorney Mark Jay Heller told LA Superior Court Judge James R. Dabney that Lohan, 26, had checked into Morningside Recovery in Newport Beach, CA, but prosecutors have not signed off on the facility, according to the Associated Press."
"""If these allegations prove to be true, it is dishonorable, it is disgraceful, and I will not tolerate it, period,"" the President said in his first public comments in weeks on the issue.","I will not stand for it,"" Obama said.","""If these allegations prove to be true, it is dishonorable, it is disgraceful, and I will not tolerate it, period,"" President Obama said in his first public comments in weeks on the issue."
"Stagno was charged with indecent exposure, lewdness, and disorderly conduct and will next appear in court on Sept. 21.","NECN reports 34-year-old Eric Stagno, of Haverhill, Massachusetts, was charged with indecent exposure, lewdness and disorderly conduct on Sunday for taking off his clothes and exercising at a Plaistow Planet Fitness.","NECN reports 34-year-old Eric Stagno, of Haverhill, Massachusetts, was charged with indecent exposure, lewdness and disorderly conduct on Sunday for taking off his clothes and exercising at a Plaistow Planet Fitness, and will next appear in court on Sept. 21."
Authorities say a 35-year-old New Bedford man stabbed his ex-girlfriend and his own mother to death during a bloodbath inside his mom's apartment and left the bodies to rot for days.,"The New Bedford man arrested last night on charges of double homicide killed his mother and ex-girlfriend, according to police and prosecutors.","The 35-year-old New Bedford man arrested last night on charges of double homicide stabbed his mother and ex-girlfriend during a bloodbath inside his mom's apartment and left the bodies to rot for days, according to police and prosecutors."
"Causes include hormone irregularities and genetics, but also too much junk food and television.  ",It is caused by a complicated interaction of genetic and environmental factors.,"Causes include hormone irregularities and a complicated interaction of genetic and environmental factors, but also too much junk food and television."
Demonstrators stormed the empty U.S. Embassy compound.,Khartoum staged anti-U.S. demonstrations Friday.,In Khartoum demonstrators stormed the empty U.S. Embassy compound Friday.
